State,cbsasub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2010
15,METRO27980N15005,"Kalawao County, HI HUD Metro FMR Area",464,517,658,959,1149,HI,90
15,METRO27980N15009,"Maui County, HI HUD Metro FMR Area",993,1106,1400,2040,2241,HI,154834
15,METRO46520M46520,"Honolulu, HI MSA",1334,1507,1985,2893,3140,HI,953207
15,NCNTY15001N15001,"Hawaii County, HI",893,1068,1320,1742,2226,HI,185079
15,NCNTY15007N15007,"Kauai County, HI",834,1082,1330,1741,2052,HI,67091
16,METRO14260M14260,"Boise City, ID HUD Metro FMR Area",511,647,828,1199,1419,ID,599842
16,METRO14260N16045,"Gem County, ID HUD Metro FMR Area",444,538,720,1017,1122,ID,16719
16,METRO17660M17660,"Coeur d'Alene, ID MSA",527,608,803,1121,1402,ID,138494
16,METRO26820M26820,"Idaho Falls, ID HUD Metro FMR Area",459,537,719,967,1195,ID,130374
16,METRO26820N16023,"Butte County, ID HUD Metro FMR Area",443,502,658,865,1062,ID,2891
16,METRO30300M30300,"Lewiston, ID-WA MSA",488,579,775,993,1261,ID,39265
16,METRO30860M30860,"Logan, UT-ID MSA",500,548,687,1001,1144,ID,12786
16,METRO38540M38540,"Pocatello, ID MSA",409,495,662,926,1156,ID,82839
16,NCNTY16003N16003,"Adams County, ID",488,492,658,886,1149,ID,3976
16,NCNTY16007N16007,"Bear Lake County, ID",488,492,658,875,917,ID,5986
16,NCNTY16009N16009,"Benewah County, ID",488,492,658,905,1149,ID,9285
16,NCNTY16011N16011,"Bingham County, ID",495,498,667,883,1110,ID,45607
16,NCNTY16013N16013,"Blaine County, ID",692,752,1005,1247,1700,ID,21376
16,NCNTY16017N16017,"Bonner County, ID",604,627,779,1051,1340,ID,40877
16,NCNTY16021N16021,"Boundary County, ID",539,576,695,993,1213,ID,10972
16,NCNTY16025N16025,"Camas County, ID",499,502,663,966,1158,ID,1117
16,NCNTY16029N16029,"Caribou County, ID",495,498,658,817,1149,ID,6963
16,NCNTY16031N16031,"Cassia County, ID",510,511,658,959,1117,ID,22952
16,NCNTY16033N16033,"Clark County, ID",495,498,658,900,1149,ID,982
16,NCNTY16035N16035,"Clearwater County, ID",534,588,689,855,1203,ID,8761
16,NCNTY16037N16037,"Custer County, ID",510,569,658,900,1149,ID,4368
16,NCNTY16039N16039,"Elmore County, ID",494,497,665,922,1161,ID,27038
16,NCNTY16043N16043,"Fremont County, ID",518,521,698,866,1027,ID,13242
16,NCNTY16047N16047,"Gooding County, ID",499,503,673,947,1175,ID,15464
16,NCNTY16049N16049,"Idaho County, ID",488,492,658,902,1149,ID,16267
16,NCNTY16053N16053,"Jerome County, ID",498,501,671,944,1014,ID,22374
16,NCNTY16057N16057,"Latah County, ID",529,533,711,1036,1241,ID,37244
16,NCNTY16059N16059,"Lemhi County, ID",510,569,658,959,1149,ID,7936
16,NCNTY16061N16061,"Lewis County, ID",510,513,658,959,1074,ID,3821
16,NCNTY16063N16063,"Lincoln County, ID",488,492,658,847,1149,ID,5208
16,NCNTY16065N16065,"Madison County, ID",558,562,678,988,1184,ID,37536
16,NCNTY16067N16067,"Minidoka County, ID",510,531,658,942,1149,ID,20069
16,NCNTY16071N16071,"Oneida County, ID",510,569,658,887,1146,ID,4286
16,NCNTY16075N16075,"Payette County, ID",534,538,720,947,1193,ID,22623
16,NCNTY16077N16077,"Power County, ID",488,492,658,915,966,ID,7817
16,NCNTY16079N16079,"Shoshone County, ID",510,532,658,822,1066,ID,12765
16,NCNTY16081N16081,"Teton County, ID",615,619,817,1065,1426,ID,10170
16,NCNTY16083N16083,"Twin Falls County, ID",629,636,811,1094,1416,ID,77230
16,NCNTY16085N16085,"Valley County, ID",558,603,720,1049,1257,ID,9862
16,NCNTY16087N16087,"Washington County, ID",495,498,667,940,1165,ID,10198
17,METRO14010M14060,"Bloomington, IL  HUD Metro FMR Area",597,671,889,1173,1552,IL,169572
17,METRO14010N17039,"De Witt County, IL HUD Metro FMR Area",459,494,661,865,969,IL,16561
17,METRO16020M16020,"Cape Girardeau, MO-IL MSA",494,518,692,946,1033,IL,8238
17,METRO16060N17077,"Jackson County, IL HUD Metro FMR Area",491,615,796,1087,1091,IL,60218
17,METRO16060N17199,"Williamson County, IL HUD Metro FMR Area",533,551,738,1044,1288,IL,66357
17,METRO16580M16580,"Champaign-Urbana, IL MSA",573,708,884,1113,1466,IL,231891
17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",860,1001,1176,1494,1780,IL,8316650
17,METRO16980MM2050,"DeKalb County, IL HUD Metro FMR Area",628,701,934,1290,1562,IL,105160
17,METRO16980MM3170,"Grundy County, IL HUD Metro FMR Area",781,782,1047,1496,1501,IL,50063
17,METRO16980MM3780,"Kendall County, IL HUD Metro FMR Area",739,895,1198,1723,2092,IL,114736
17,METRO19180M19180,"Danville, IL MSA",437,541,709,880,972,IL,81625
17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",477,591,757,995,1056,IL,214466
17,METRO19500M19500,"Decatur, IL MSA",455,551,738,1004,1024,IL,110768
17,METRO28100M28100,"Kankakee, IL MSA",540,654,876,1206,1392,IL,113449
17,METRO37900M37900,"Peoria, IL MSA",501,614,797,1010,1176,IL,379186
17,METRO40420M40420,"Rockford, IL MSA",560,619,828,1088,1243,IL,349431
17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",595,688,896,1183,1370,IL,638131
17,METRO41180N17005,"Bond County, IL HUD Metro FMR Area",456,539,721,895,1073,IL,17768
17,METRO41180N17117,"Macoupin County, IL HUD Metro FMR Area",456,498,667,885,1058,IL,47765
17,METRO44100M44100,"Springfield, IL MSA",553,635,825,1080,1131,IL,210170
17,NCNTY17001N17001,"Adams County, IL",442,535,716,969,995,IL,67103
17,NCNTY17009N17009,"Brown County, IL",441,501,671,833,969,IL,6937
17,NCNTY17011N17011,"Bureau County, IL",476,577,772,1022,1058,IL,34978
17,NCNTY17015N17015,"Carroll County, IL",489,492,659,818,952,IL,15387
17,NCNTY17017N17017,"Cass County, IL",521,526,635,864,957,IL,13642
17,NCNTY17021N17021,"Christian County, IL",471,510,683,848,992,IL,34800
17,NCNTY17023N17023,"Clark County, IL",417,474,635,788,1050,IL,16335
17,NCNTY17025N17025,"Clay County, IL",417,549,635,795,917,IL,13815
17,NCNTY17029N17029,"Coles County, IL",546,550,703,1025,1026,IL,53873
17,NCNTY17033N17033,"Crawford County, IL",417,544,635,788,877,IL,19817
17,NCNTY17035N17035,"Cumberland County, IL",417,520,635,812,917,IL,11048
17,NCNTY17041N17041,"Douglas County, IL",467,531,711,882,975,IL,19980
17,NCNTY17045N17045,"Edgar County, IL",432,492,658,824,951,IL,18576
17,NCNTY17047N17047,"Edwards County, IL",392,520,635,788,932,IL,6721
17,NCNTY17049N17049,"Effingham County, IL",418,474,635,925,952,IL,34242
17,NCNTY17051N17051,"Fayette County, IL",455,474,635,831,972,IL,22140
17,NCNTY17055N17055,"Franklin County, IL",418,475,636,789,999,IL,39561
17,NCNTY17057N17057,"Fulton County, IL",455,566,692,917,1178,IL,37069
17,NCNTY17059N17059,"Gallatin County, IL",417,514,635,914,917,IL,5589
17,NCNTY17061N17061,"Greene County, IL",417,535,635,788,1002,IL,13886
17,NCNTY17065N17065,"Hamilton County, IL",420,478,640,794,925,IL,8457
17,NCNTY17067N17067,"Hancock County, IL",419,496,635,788,917,IL,19104
17,NCNTY17069N17069,"Hardin County, IL",417,474,635,788,917,IL,4320
17,NCNTY17071N17071,"Henderson County, IL",417,480,635,788,1008,IL,7331
17,NCNTY17075N17075,"Iroquois County, IL",482,487,635,841,1076,IL,29718
17,NCNTY17079N17079,"Jasper County, IL",417,544,635,914,917,IL,9698
17,NCNTY17081N17081,"Jefferson County, IL",441,498,661,828,1009,IL,38827
17,NCNTY17085N17085,"Jo Daviess County, IL",417,549,635,867,929,IL,22678
17,NCNTY17087N17087,"Johnson County, IL",440,525,669,830,1068,IL,12582
17,NCNTY17095N17095,"Knox County, IL",416,504,674,836,924,IL,52919
17,NCNTY17099N17099,"La Salle County, IL",469,568,760,1074,1097,IL,113924
17,NCNTY17101N17101,"Lawrence County, IL",471,474,635,867,870,IL,16833
17,NCNTY17103N17103,"Lee County, IL",574,578,723,991,1038,IL,36031
17,NCNTY17105N17105,"Livingston County, IL",424,513,687,912,942,IL,38950
17,NCNTY17107N17107,"Logan County, IL",431,490,656,869,899,IL,30305
17,NCNTY17109N17109,"McDonough County, IL",505,660,819,1016,1154,IL,32612
17,NCNTY17121N17121,"Marion County, IL",423,513,686,935,980,IL,39437
17,NCNTY17125N17125,"Mason County, IL",437,497,665,825,961,IL,14666
17,NCNTY17127N17127,"Massac County, IL",471,532,712,884,1243,IL,15429
17,NCNTY17135N17135,"Montgomery County, IL",443,576,719,892,1008,IL,30104
17,NCNTY17137N17137,"Morgan County, IL",430,513,686,889,940,IL,35547
17,NCNTY17139N17139,"Moultrie County, IL",417,529,635,867,948,IL,14846
17,NCNTY17141N17141,"Ogle County, IL",475,527,705,974,1162,IL,53497
17,NCNTY17145N17145,"Perry County, IL",516,525,635,824,952,IL,22350
17,NCNTY17149N17149,"Pike County, IL",446,474,635,870,993,IL,16430
17,NCNTY17151N17151,"Pope County, IL",417,480,635,914,917,IL,4470
17,NCNTY17153N17153,"Pulaski County, IL",441,506,671,833,969,IL,6161
17,NCNTY17155N17155,"Putnam County, IL",476,565,735,912,1062,IL,6006
17,NCNTY17157N17157,"Randolph County, IL",427,520,685,924,1074,IL,33476
17,NCNTY17159N17159,"Richland County, IL",417,474,635,898,966,IL,16233
17,NCNTY17165N17165,"Saline County, IL",494,497,665,946,954,IL,24913
17,NCNTY17169N17169,"Schuyler County, IL",429,554,653,880,943,IL,7544
17,NCNTY17171N17171,"Scott County, IL",417,474,635,788,870,IL,5355
17,NCNTY17173N17173,"Shelby County, IL",435,495,662,821,1040,IL,22363
17,NCNTY17177N17177,"Stephenson County, IL",456,508,680,856,932,IL,47711
17,NCNTY17181N17181,"Union County, IL",392,474,635,877,924,IL,17808
17,NCNTY17185N17185,"Wabash County, IL",428,486,651,870,892,IL,11947
17,NCNTY17187N17187,"Warren County, IL",445,507,678,924,929,IL,17707
17,NCNTY17189N17189,"Washington County, IL",463,526,704,874,965,IL,14716
17,NCNTY17191N17191,"Wayne County, IL",417,489,635,788,917,IL,16760
17,NCNTY17193N17193,"White County, IL",441,474,635,800,1016,IL,14665
17,NCNTY17195N17195,"Whiteside County, IL",549,552,693,876,988,IL,58498
18,METRO14020MM1020,"Bloomington, IN HUD Metro FMR Area",721,763,982,1335,1714,IN,137974
18,METRO14020N18119,"Owen County, IN HUD Metro FMR Area",491,616,781,1032,1364,IN,21575
18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",571,755,926,1182,1269,IN,674592
18,METRO16980N18073,"Jasper County, IN HUD Metro FMR Area",584,585,783,972,1351,IN,33478
18,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",546,642,843,1180,1389,IN,56175
18,METRO17140N18161,"Union County, IN HUD Metro FMR Area",565,593,686,851,1085,IN,7516
18,METRO18020M18020,"Columbus, IN MSA",561,704,841,1060,1153,IN,76794
18,METRO21140M21140,"Elkhart-Goshen, IN MSA",508,617,824,1024,1184,IN,197559
18,METRO21780M21780,"Evansville, IN-KY MSA",584,624,807,1001,1106,IN,265302
18,METRO23060M23060,"Fort Wayne, IN MSA",522,592,753,969,1077,IN,416257
18,METRO26900M11300,"Anderson, IN HUD Metro FMR Area",460,557,746,976,1126,IN,131636
18,METRO26900M26900,"Indianapolis-Carmel-Anderson, IN HUD Metro FMR Area",589,695,864,1158,1314,IN,1718278
18,METRO26900N18133,"Putnam County, IN HUD Metro FMR Area",540,543,661,963,1154,IN,37963
18,METRO29020M29020,"Kokomo, IN MSA",485,533,713,964,977,IN,82752
18,METRO29200M29140,"Lafayette-West Lafayette, IN HUD Metro FMR Area",639,710,872,1185,1522,IN,181634
18,METRO29200N18015,"Carroll County, IN HUD Metro FMR Area",547,550,696,951,954,IN,20155
18,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",584,684,867,1192,1353,IN,224174
18,METRO31140N18143,"Scott County, IN HUD Metro FMR Area",578,619,829,1142,1343,IN,24181
18,METRO31140N18175,"Washington County, IN HUD Metro FMR Area",478,539,686,961,997,IN,28262
18,METRO33140M33140,"Michigan City-La Porte, IN MSA",495,599,802,1041,1099,IN,111467
