AQW00061705          44C    48C    53C    29C    10C     1C     2C     1C     4C     7C    21C    33C
USC00145210           0R     0R     0R     1S     3S    45C   132S   138S    46S     1S     0S     0R
USC00145306           0S     0C     0C     3C    12C    64C   155S   139S    47S     2C     0S     0C
USC00145363           0S     0S     0S     6S    20S   106S   207S   174R    61S     5S     0S     0S
USC00145421           0R     0R     0R     6R    25R    84R   200R   163R    51R     6R     1R     0R
USC00145528           0S     0S     0S     1S     2S    29S   119S   124S    29S     0S     0S     0S
USC00145536           0S     0S     0S     1S     4S    51S   164S   176S    51C     1C     0S     0S
USC00145692           0S     0S     2R    10S    33S   131S   215S   189S    86S    13S -7777S     0S
USC00145744           0C     0S     0C     1C    13C    99S   193S   174S    65S     3C     0C     0C
USC00145852           0S     0S     0S     5S    22S   104S   189R   147R    60S     5R     0S     0R
USC00145856           0S     0S     1S     6S    20S    92S   185S   159S    69S    11S     0S     0S
USC00145870           0R     0R     0S     2S    16S   112S   208S   194S    81S     6S     0R     0R
USC00145888           0S     0S     0S     2S    15S    95S   181S   146S    60S     8S -7777S     0S
USC00145906           0R     0R     1R     6R    19R    97R   183R   158R    69R     6R     0R     0R
USC00145972           0S     0S     0S     1S     3S    34S   105S   107S    28S     1S     0S     0S
USC00146100           0S     0S     0S -7777S     2S    34S   119S   115S    28S -7777S     0S     0S
USC00146128           0C     0S     0C     1C     4C    35C   130C   133C    34C     1C     0C     0C
USC00146209           0S     0S     0S     1S     3S    41S   125S   126S    31S     1S     0S     0S
USC00146242           0S     0S -7777S     1S     4S    51S   153S   168S    45S     1S     0S     0S
USC00146333           0C     0C     0C     2C     3C    29C   108C   109C    29C     1C     0S     0S
USC00146374           0R     0R     1R     8R    15R   115R   201R   163R    77R     5R     0R     0R
USC00146378           0R     0R     0R     5R    27R   117R   210R   171R    71R    11R     0R     0R
USC00146435           0S     0S -7777S     6R    17S    91S   179S   149S    58S     8S     0S     0S
USC00146498           0R     0S     0S     2S     5S    52S   147S   143S    48S     1S     0S     0S
USC00146549           0S     0S -7777R     6R    23R   102R   198R   180R    67R     7S     0R     0R
USC00146637           0S     0S     0S     6S    18S    93S   179S   146C    54C     6C     0S     0S
USC00146808           0S     0S -7777S    10S    36S   129S   225S   182S    83S    10S     0S     0S
USC00147042           0Q     0Q     0Q     0Q    18Q   100Q   207Q   161Q    73Q    11Q     0Q     0Q
USC00147049           0R     0R     1R     7R    20R   111R   208R   178R    88R     8R     0R     0R
USC00147050           0R     0R     0R     1R    28R   112R   210R   163R    74R    14R     0R     0R
USC00147093           0C     0C     0S     4C    22C    97C   183C   160C    69C     9C     0C     0C
USC00147271           0S     0S     1S     5S    26S   119S   202S   168S    65S     7S     0S     0S
USC00147305           0S     0S -7777S     4C     5C    68C   190S   194C    73C     4C     0S     0C
USC00147397           0C     0C     0C     2C    18C    99C   191C   156C    56C     1C     0C     0C
USC00147534           0R     0R     0R     2R    11R    63R   175R   173R    52R     6R     0R     0R
USC00147542           0S     0S     1S     5S    24S   115S   207S   167S    69S     6S     0S     0S
USC00147551           0R     0R     0R     2R    18R   120R   215R   184R    64R    13R     0R     0R
USC00147796           0S     0S -7777S     5S    21S   106S   198S   177S    67S     3S     0S     0S
USC00147922           0S     0S     1S    11S    47S   150S   238S   208S   105S    16S     1S     0S
USC00148038           0S     0S     2S     7S    35S   137S   217S   187S    84S    12S     1S     0S
USC00148061           0Q     0Q     0Q     2Q     9Q    46Q   156Q   161Q    45Q     6Q     0Q     0Q
USC00148191           0R     0R     0R     3R     3R    40R   145R   160R    52R     3R     0R     0R
USC00148235           0S     0S -7777S     2S    22S   107S   198S   163S    71S     8S -7777S     0S
USC00148240           0R     0R     0R     3R    20R   119R   202R   180R    75R    11R     0R     0R
USC00148250           0S     0S -7777S     1S     3S    30S    94S    86S    22S     1S     0S     0S
USC00148259           0C     0C     0C     4C     9C    56C   143C   131C    43C     2C     0C     0C
USC00148287           0C     0S     1S    10S    34S   123S   211S   183C    80C    12C     0C     0C
USC00148495           0C     0C -7777C     6C    23C   114C   202C   173C    73C    11C     0C     0C
USC00148535           0Q     0Q     1Q    10Q    20Q   126Q   204Q   164Q    83Q    26Q     0Q     0Q
USC00148563           0S     0S     0S     2S     8S    47S   148R   128R    42R     1S     0S     0S
USC00148578           0C     0C     0C     4C    12C    73S   171C   139C    42C     1C     0C     0C
USC00148648           0R     0S     1R    14S    30S   123S   219S   177S    85R    12R     0R     0R
USC00148670           0S     0S     0S     3C    15C   109C   212S   195S    84S     7S     0S     0S
USC00148914           0R     0R     1R    13R    37R   135R   225R   213R    89R    11R     0R     0R
USC00148946           0C     0C     0C     5S    20C   101S   203C   167C    65C     7C     0C     0C
USC00148964           0C     0C     0C     3C     6C    62C   170S   170S    53S     1C     0C     0S
USC00148988           0S     0S     1S     4S    15S    93R   178R   135R    55S     9R     0R     0S
USC00149080           0S     0S     0S     0S     1S    29S   119S   142C    37C     1C     0C     0S
USC00150254           0S     0C     0C     0S     1C    23C    54S    44C    10C     0S     0S     0S
USC00150381           0S     0S     0S     1S     3S    36S    78S    72S    24S     1S     0S     0S
USC00150397           0R     0R     0R     1R     1R    33R    82R    74R    30R     0R     0R     0S
USC00150402           0S     0S     0S -7777S     9S    99S   163S   137S    46S -7777S     0S     0S
USC00150422           0C     0C     0C     8C    30C   136C   202C   186C    80C     9C -7777C     0S
USC00150450           0S     0S     0S     1S     1S    21S    51S    53S    12S     1S     0S     0S
USC00150483           0Q     0Q     0Q     3Q     1Q    26Q    54Q    64Q    27Q     0Q     0Q     0Q
USC00150490           0R     0R     0R     0R     2R    44R    93R    91R    37R -7777R     0R     0R
USC00150619           0S     0S     0S -7777S     2R    42R    81R    86R    26S     0S     0R     0R
USC00150630           0S     0S     0S     0S     4C    61S   118S   122S    41S     0S     0S     0S
USC00150858           0Q     0Q     0Q     3Q     1Q    49Q    70Q    81Q    25Q     2Q     0Q     0Q
USC00150860           0Q     0Q     0Q     4Q     1Q    26Q    61Q    59Q    21Q     0Q     0Q     0Q
USC00150940           0C     0C     0C     1C     6C    56C   108C   104C    36C     1C     0S     0S
USC00150955           0R     0R     0R     3R     3R    37R    69R    85R    26R     1R     0R     0R
USC00151080           0Q     0Q     0Q     4Q     4Q    47Q    85Q    76Q    25Q     0Q     0Q     0Q
USC00151227           0Q     0Q     0Q     0Q     0Q    50Q   108Q   110Q    31Q     2Q     0Q     0Q
USC00151318           0Q     0Q     0Q     5Q     0Q    37Q    83Q    79Q    29Q     0Q     0Q     0Q
USC00151345           0R     0R     0R     0R     3R    43R    75R    78R    27R     0R     0R     0R
USC00151517           0Q     0Q     0Q     3Q     1Q    36Q    57Q    49Q    25Q     1Q     0Q     0Q
USC00151810           0Q     0Q     0Q     0Q     0Q     6Q   120Q    79Q    20Q     0Q     0Q     0Q
USC00151890           0R     0R     0R -7777S     2R    37R    83R    74S    22S     1S     0S     0R
USC00151895           0Q     0Q     0Q     0Q     0Q    13Q    60Q    60Q    13Q     3Q     0Q     0Q
USC00151900           0R     0R     0R     2R    10R    68R   100R    98R    25R     1R     0R     0R
USC00151998           0S     0S     0R -7777R     3R    48R    90S    93R    33S     1S     0R     0R
USC00152040           0S     0S     0S     0S     1S    20S    59S    62C    20C -7777C     0C     0C
USC00152214           0S     0R     0S     0S     0S    15S    51S    64R    18R     0R     0R     0R
USC00152409           0R     0R     0R     0R -7777R    20R    69R    65R    15R     0R     0R     0R
USC00152442           0Q     0Q     0Q     0Q     1Q    68Q   153Q   136Q    44Q     1Q     0Q     0Q
USC00152512           0R     0R     0R     0R     0R    22R    60R    55R    19R     0R     0R     0R
USC00152575           0Q     0Q     0Q     0Q     0Q    27Q   110Q   127Q    32Q     4Q     0Q     0Q
USC00152775           0R     0R     0R     0R     6R    28R    79R    78R    19R     0R     0R     0R
USC00152791           0C     0C     0C     4C    10C    62C   109S   107C    35C     1C     0C     0C
USC00153028           0R     0R     0R     0R     2R    37R    95R    92R    28R     0R     0R     0R
USC00153223           0R     0R     0R     2R    20R   139R   224R   217R    79R     1R     0R     0R
USC00153230           0Q     0Q     0Q     0Q     0Q    30Q    67Q    64Q    22Q     0Q     0Q     0Q
USC00153246           0S     0S     0S     3S    17S   118S   181S   160S    56S     2R     0S     0S
USC00153295           0R     0R     0R     2R    10R    81R   172R   143R    57R     1R     0R     0R
USC00153382           0R     0R     0R     0R     1R     8R    35R    45R    12R     0R     0R     0R
USC00153389           0R     0R     0R     2R     4R    33R    71R    71R    26R     1R     0R     0R
USC00153391           0R     0R     0R     1R     6R    39R    81R    88R    25R     0R     0R     0R
USC00153430           0S     0C     0C     1C     4C    65C   123S   119S    41S     1S     0C     0C
USC00153604           0R     0R     0R     1R     3R    52R   102R   103R    32R     1R     0R     0R
USC00153741           0R     0R     0R     5S     4R    44S    89R    86R    32R -7777R     0R     0R
USC00153744           0Q     0Q     0Q     0Q     0Q    10Q    70Q    57Q    10Q     0Q     0Q     0Q
USC00153762           0S     0S     0S     0S     3S    37S    79S    83S    31S     2S     0S     0S
USC00153929           0C     0S     0S     0S -7777S    27S    71S    76S    27S     1C     0S     0S
USC00153994           0R     0R     0R -7777R    11R    88R   172R   150R    56R     2R     0R     0R
USC00154138           0Q     0Q     0Q     4Q     2Q    16Q    60Q    57Q    24Q     0Q     0Q     0Q
USC00154208           0R     0R     0S     0S -7777R    42S    78S    75S    22R     0S     0S     0S
USC00154375           0Q     0Q     0Q     4Q     3Q    62Q   138Q   153Q    35Q     3Q     0Q     0Q
USC00154703           0S     0S     0S     0S     1C    33S    74S    78S    22S     0S     0S     0S
USC00154958           0Q     0Q     0Q     1Q     1Q    29Q    94Q    96Q    20Q     0Q     0Q     0Q
USC00154967           0R     0R     0R     1R    11R   105R   163R   146R    53R     1R     0R     0R
USC00155067           0S     0S     0S     2S    13S    96S   174S   157S    63S     2S     0S     0S
USC00155097           0S     0S     0R -7777S     8S    69R   130S   122S    41S -7777S     0S     0S
USC00155111           0S     0S     0S     1S     5R    23R    70R    69R    23R     0R     0R     0R
USC00155165           0Q     0Q     0Q     2Q     0Q    38Q    93Q    95Q    32Q     0Q     0Q     0Q
USC00155233           0R     0R     0R     1R     6R    76R   142R   134R    41R     0R     0R     0R
USC00155243           0S     0S     0S -7777S     3S    43S    85S    85S    27S -7777S     0R     0S
USC00155280           0Q     0Q     0Q     3Q     0Q     3Q    61Q    67Q    25Q     0Q     0Q     0Q
USC00155389           0R     0R     0R     0R     6R    41R   102R    71R    25R     2R     0R     0R
USC00155524           0S     0S     0S     0C     2C    25S    71C    75C    27C     1C     0S     0S
USC00155640           0R     0R     0R     0R     1R    22R    73R    62R    24R -7777R     0R     0R
USC00155648           0C     0C     0C     0C     0C    16C    46C    62C    18C     1S     0C     0C
USC00155694           0S     0R     0R     1R     7R    74R   137R   127S    39R     1S     0S     0S
USC00155834           0S     0S     0S     2S    18S   114S   184S   175S    64S     3S     0S     0S
USC00156012           0Q     0Q     0Q     3Q     0Q     3Q    18Q    27Q    10Q     0Q     0Q     0Q
USC00156028           0Q     0Q     0Q     6Q     2Q    25Q    64Q    75Q    32Q     2Q     0Q     0Q
USC00156091           0R     0R     1R     3R    24R   134R   217R   183R    97R     5R     0R     0R
USC00156117           0R     0R     0R     3R    35R   131R   208R   195R    72R     2R     0R     0R
USC00156136           0S     0S     0S     4S     4S    28S    77S    78S    22S -7777S     0S     0S
USC00156224           0Q     0Q     0Q     0Q     2Q     8Q    39Q    68Q    17Q     0Q     0Q     0Q
USC00156580           0C     0S     0C -7777C     7S    87C   162S   153C    53C     2S     0C     0C
USC00156595           0S     0S     0R -7777S    13S   104S   175S   155S    49R     3S     0S     0R
USC00156882           0S     0S     0S     1S    11S    85S   153S   134S    46S     2S     0R     0R
USC00156988           0C     0C     0C     1C     9S    76S   145C   135C    50C     3C     0C     0C
USC00157049           0R     0R     0R     1R     6R    82R   139R   118R    40R     1R     0R     0R
USC00157215           0S     0C     0C     0C     1C    33C    85S    91C    26C     1C     0C     0S
USC00157324           0R     0R     0R     1R     7R    60R   121R   100R    38R     0R     0R     0R
USC00157510           0S     0S     0S     0S -7777S    16S    51S    50S    13S     0S     0C     0S
USC00157592           0Q     0Q     0Q     4Q     0Q    39Q    89Q   137Q    25Q     0Q     0Q     0Q
USC00157652           0Q     0Q     0Q     0Q     0Q     3Q    48Q    40Q     3Q     0Q     0Q     0Q
USC00157677           0S     0S     0S     1S     1S    20S    58S    53S    14S -7777S     0S     0S
USC00157800           0S     0S     0S     1S     4S    74S   127S   111S    34S     1S     0S     0S
USC00158432           0Q     0Q     0Q     0Q     0Q     5Q    26Q    45Q    10Q     0Q     0Q     0Q
USC00158446           0S     0S     0C     0C     3C    33C    77S    66C    18C -7777C     0C     0C
USC00158551           0S     0S     0S -7777S     1S    18S    48S    47S    11S     0S     0S     0S
USC00158553           0Q     0Q     0Q     0Q     0Q    10Q    27Q    49Q     8Q     0Q     0Q     0Q
USC00158555           0Q     0Q     0Q     5Q     3Q    38Q   115Q   130Q    28Q     0Q     0Q     0Q
USC00158709           0R     0R     0R     1R     3R    26R    50R    36R     4R     0R     0R     0R
USC00158714           0R     0R     0R -7777R     1R    26R    77R    80R    21R     0R     0R     0R
USC00158824           0Q     0Q     0Q     3Q     0Q    32Q    68Q    81Q    23Q     0Q     0Q     0Q
USC00160098           0C     0C     0S     3S    38S   167S   243S   249S   136S    14S     0S     0S
USC00160103           0R     0R     0R     5R    36R   142R   214R   231R   106R    13R     0R     0R
USC00160205           0C     0C -7777C     2C    63C   184C   230S   234C   145C    20C     2C     0C
USC00160349           0C     0C     0C     2C    26C   141C   230C   240C   120C    13C -7777C     0S
USC00160537           0S     0S     0S     3S    24S   143S   225S   219S   111S     8S     0S     0S
USC00160718           0Q     0Q     0Q     3Q    20Q   130Q   213Q   233Q   118Q    10Q     0Q     0Q
USC00160800           0S     0S     1S     1S    26S   144S   224S   225S   113S     7S     0S     0S
USC00160945           0S     0S -7777S     3S    55S   163R   228R   222R   113R    14S     0R     0R
USC00161232           0S     0S     0S     2S    25S   112S   205S   214S    88S     3S     0S     0S
USC00161246           0R     0R     0R     2R    35R   151R   223R   232R   128R     9R     0R     0R
USC00161287           0C     0C     0C     4C    47C   167S   234S   236S   124S    13S     0S     0S
USC00161292           0R     0R     0R     0R     2R    49R   104R   126R    33R     3R     0R     0R
USC00161411           0C     0C     0C     1C    14C   130C   226C   221C   109C     8S     0C     0C
USC00161565           0S     0S     0S     1S    28S   133S   203S   207S    98S     8S     0S     0S
USC00161899           0C     0C     0C     0C    15C   100S   176S   185S    87S     5C     0S     0S
USC00161941           0Q     0Q     0Q     0Q    67Q   192Q   246Q   240Q   121Q    24Q     0Q     0Q
USC00161979           0R     0R     0R     1R    52R   145R   229R   230R   105R    11R     0R     0R
USC00162151           0S     0S     0S -7777S    23S   119S   175S   183S    72S     6S     0R     0R
USC00162212           0S     0S -7777S     1S    31S   140S   192S   219S   128S    11S     0S     0S
USC00162361           0R     0R     0R     3R    25R   156R   213R   236R   119R    11R     0R     0R
USC00162367           0S     0S     1S     3S    33S   157S   233S   248S   123S     9S     0S     0S
USC00162534           0C     0C     0C     2C    39C   143C   206C   205C   102C    10C     0C     0C
USC00162800           0R     0R     0R     3R    35R   160R   248R   244R   133R    16R     0R     0R
USC00162981           0S     0S     0S     8S    83S   221R   268R   270S   179S    38S -7777S     0S
USC00163079           0R     0R     0R     3R    19R   127R   211R   197R    89R     9R     0R     0R
USC00163313           0S     0S     0S     1S     8S    66S   127S   145S    50S     1S     0S     0S
USC00163327           0R     0R     0R     7R    72R   202R   252R   241R   145R    22R     0R     0R
USC00163433           0S     0S     0S -7777S    10S    71S   149S   152S    50C     4C     0S     0S
USC00163800           0S -7777S     0S     4S    39S   161S   218S   233S   110S    10S     0S     0S
USC00163979           0R     0R     0R     1R    11R   105R   213R   218S   105R     7R     0R     0R
USC00164030           0S     0S     0S     1S    41S   163S   224S   230S   125S    15S     0S     0S
USC00164288           0Q     0Q     0Q     3Q    43Q   156Q   214Q   230Q   108Q     8Q     1Q     0Q
USC00164355           0C     0C     0S     1S    12S   118S   217S   221S   104S     6S     0S     0C
USC00164407           0R     0R     0R     2R    34R   148R   226R   221R   118R    15R -7777R     0R
USC00164674           0C     0C     0C     1C    26C   139C   213C   220C   103C    11C     0C     0C
USC00164696           0R     0R     0R     2R    38R   145R   219R   231R   113R    10R     0R     0R
USC00164700           0C     0C     0C     1C    33C   153C   216C   243C   140C    16C     0C     0C
USC00164739           0S     0S     0S     3S    45S   158S   224S   233S   120S    13S     0S     0R
USC00165021           0R     0R     0R     2R    39R   147R   212R   218R   104R     8R     0R     0R
USC00165065           0R     0R     0R     3R    29R   158R   234R   251R   148R    17R     0R     0R
USC00165090           0C     0C     0C     3C    27C   140C   219C   221C   102C     9C     0C     0C
USC00165146           0Q     0Q     0Q     1Q    34Q   106Q   206Q   209Q   106Q    13Q     0Q     0Q
USC00165266           0R     0R     0R     3S    45S   163S   234S   243S   126S    12R     0R     0R
USC00165296           0R     0R     0R     1R    14R    78R   156R   183R    81R     6R     0R     0R
USC00165527           0R     0R     2R     1R    24R   130R   243R   236R   131R     5R     0R     0R
USC00165620           0S     0S     0S     2S    50S   172S   234S   232S   131S    14S     0S     0S
USC00165624           0R     0R     0R     1R    13R    93R   147R   151R    56R     4R     0R     0R
USC00165630           0C     0C     0C     3C    49C   162C   234C   241C   124C    13C     0C     0C
USC00165874           0R     0R     1R     4R    29R   113R   222R   230R   114R    12R     0R     0R
USC00165892           0S     0S     0S     2S    33S   143S   228S   234S   108S     7S     0S     0S
USC00165926           0R     0R     0R     0R    33R   149R   193R   194R    83R     3R     0R     0R
USC00166244           0C     0S     1S     2S    32S   146C   236C   232C   108S    10S     0S     0C
USC00166314           0S     0S     0S     5S    50S   182S   246S   244S   127S    15S -7777S     0S
USC00166364           0Q     0Q     0Q     3Q    26Q   141Q   228Q   241Q   119Q    10Q     0Q     0Q
USC00166394           0C     0S     0S     0S    10C    76S   164C   164S    75C     5C     0C     0C
USC00166434           0Q     0Q     0Q     0Q    27Q   110Q   217Q   250Q   123Q     3Q     0Q     0Q
USC00166582           0C     0C     1C     8C    75C   191C   252C   253S   140S    21S     0S     0S
USC00166584           0Q     0Q     5Q     0Q    65Q   175Q   265Q   250Q   155Q    15Q     0Q     0Q
USC00166657           0S     0S     0S     7S    54R   189R   246R   244R   141R    18R     0R     0R
USC00166686           0S     0S     1S     7S    71S   177S   247S   241S   141S    18S -7777S     0S
USC00166938           0R     0R     0R     2R    29R   139R   205R   225R   108S     8S     0S     0S
USC00166978           0R     0R     1R     3R    20R   138R   241R   251R   132R    12R     0R     0R
USC00167344           0R     0R     1R     4R    42R   162R   241R   258R   152R    21R     0R     0R
USC00167691           0R     0R     0R     1R    25R   131R   206R   229R    91R    10R     0R     0R
USC00167738           0C     0C     0C     5C    49C   172C   256C   258C   147C    17S     0C     0S
USC00167767           0S     0S     0S     1S    30S   146S   215S   202S   104S    10S     0S     0S
USC00167924           0Q     0Q     0Q     3Q    26Q   134Q   245Q   247Q   136Q    12Q     0Q     0Q
USC00167932           0S     0S     0S     0S     3S    35S    85S   127S    56S     1S     0S     0S
USC00168046           0S     0S     0S -7777S    22S   117S   200S   223S   104S     6S -7777S     0S
USC00168067           0S     0S     0S     1S    16S   121S   215S   209S    92S     4S     0S     0S
USC00168108           0R     0R     0R     1R    24R   115R   184R   175R    63R    10R     0R     0R
USC00168163           0S     0S     0S     4C    61C   176S   242S   244S   137S    18S     0S     0S
USC00168181           0Q     0Q     0Q     0Q    32Q    98Q   187Q   195Q    86Q     7Q     0Q     0Q
USC00168444           0Q     0Q     0Q     3Q    39Q   157Q   231Q   246Q   135Q    13Q     0Q     0Q
USC00168448           0Q     0Q     0Q     0Q    41Q   134Q   230Q   233Q   120Q    12Q     0Q     0Q
USC00168539           0S     0S     0S     1S    22S   122S   199S   197S    90S     5S     0S     0S
USC00168543           0R     0R     0R     1R    26R   134R   202R   185R    85R     5R     0R     0R
USC00168923           0S     0S -7777S     1S    28S   147S   222S   223S   102S     9S -7777S     0S
USC00168941           0R     0R     0R     3R    39R   156R   235R   227R   118R    14R     0R     0R
USC00169013           0R     0R     0R     1R    37R   138R   201R   207R   101R     8R     0R     0R
USC00169074           0Q     0Q     0Q     5Q    29Q   113Q   195Q   240Q   120Q     9Q     0Q     0Q
USC00169803           0R     0R     2R     2R    31R   155R   239R   243R   122R    14R     0R     0R
USC00169804           0Q     0Q     2Q     2Q    60Q   203Q   250Q   253Q   142Q    25Q     0Q     0Q
USC00169806           0S     0C     0C     3C    45C   169S   242C   239C   133C    18C     1S     0C
USC00170100           0S     0S     0S     0S     1S     4S     8S     7S     3S     0S     0S     0S
USC00170200           0R     0R     0R     0R     1R     4R    10R     4R     2R     0R     0R     0R
USC00170398           0R     0R     0R     1R     3R     4R     6R     7R     3R     0R     0R     0R
USC00170480           0C     0C     0C     0S -7777C     3C     4C     1C     1C     0C     0C     0C
USC00170655           0Q     0Q     0Q     0Q     2Q     2Q     4Q     5Q     0Q     0Q     0Q     0Q
USC00170814           0S     0S     0S     0S     0S     2S     1S -7777S     1S     0S     0S     0S
USC00170833           0C     0C     0C     0C     2S     4S     7S     5S -7777C     0C     0C     0C
USC00170844           0S     0S     0S -7777S     1S     3S     5S     4S     1S     0S     0S     0S
USC00171472           0R     0R     0R     0R -7777R     2R     4R     0R     2R     0R     0R     0R
USC00171628           0S     0S     0S     1S     3S     5S    10S     9S     3C     0S     0S     0S
USC00171833           0R     0R     0R     0R     1R     2R     7R     6R     3R     0R     0R     0R
USC00171975           0S     0S     0S -7777S     3S     4S    13S     6S     2S     0S     0S     0S
USC00172048           0R     0R     0R     1R     1R     3R     7R     8R     2R     0R     0R     0R
USC00172238           0S     0S     0S     1S     3S     7S    11S     6S     1S     0S     0S     0S
USC00172426           0S     0S     0S     0S -7777S     2S     1S     2S     1S     0S     0S     0R
USC00172620           0R     0R     0R     0R     1R     3R     6R     8R     0R     0R     0R     0R
USC00172623           0Q     0Q     0Q     0Q     0Q     3Q     5Q     6Q     5Q     0Q     0Q     0Q
USC00172700           0R     0R     0R     0R -7777R     2R     7R     2R     1R     0R     0R     0R
USC00172765           0C     0C     0C     0C     2C     7C    11C     7C     1C     0C     0C     0C
USC00172878           0S     0S     0S     0C     1C     3C     3S     2C     2C     0C     0C     0C
USC00173046           0C     0S     0C -7777C     1C     7C    14C     9C     2C     0C     0C     0C
USC00173261           0S     0S     0S     0S     1S     8S    11S    10S     4S     0S     0S     0S
USC00173295           0R     0R     0R     1R     2R     5R    13R    14R     3R     0R     0R     0R
USC00173353           0Q     0Q     0Q     0Q     0Q     2Q     0Q     0Q     0Q     0Q     0Q     0Q
USC00173417           0Q     0Q     0Q     2Q     2Q     2Q     7Q     3Q     3Q     0Q     0Q     0Q
USC00173570           0R     0R     0R     1R     0R     1R     2R     3R     1R     0R     0R     0R
USC00173862           0R     0R     0R     1R     4R    12R    21R    14R     5R     0R     0R     0R
USC00173944           0R     0R     0R     0R     2R     3R     5R     5R     2R     0R     0R     0R
USC00174086           0C     0C     0C     0C     0C     2C     4C     0C     1C     0C     0C     0C
USC00174183           0S     0S     0R     0S -7777S     3R     2S     5R     2S     0S     0S     0S
USC00174193           0R     0R     0R     1R     1R     4R     9R     5R     2R     0R     0R     0R
USC00174566           0R     0R     0R     0R     1R     5R    20R    10R     2R     0R     0R     0R
USC00174683           0Q     0Q     0Q     0Q     3Q     3Q     8Q     9Q     6Q     0Q     0Q     0Q
USC00174781           0C     0C     0C     0C     0S     1S     1S     1S     1C     0C     0C     0C
USC00174927           0C     0C     0C -7777C     2C     5S    10C     7C     2C     0C     0C     0C
USC00175261           0S     0S     0S     0S     0S     3S     2S     1S     1S     0S     0S     0S
USC00175304           0S     0S     0S     0S     2S     8S    13S     7S     1S     0S     0S     0S
USC00175347           0Q     0Q     0Q     0Q     3Q     6Q    14Q    10Q     4Q     0Q     0Q     0Q
USC00175675           0C     0C     0C     0C     1S     3C     7C     3C     1C     0C     0C     0C
USC00176430           0R     0R     0R     0R     2R    19R    33R    20R     4R     0R     0R     0R
USC00176594           0R     0R     0R     0R     1R     1R     1R     5R     2R     0R     0R     0R
USC00176721           0R     0R     0R     0R     0R     1R     4R     3R     2R     0R     0R     0R
USC00176856           0Q     0Q     0Q     1Q     1Q     3Q     9Q    11Q     5Q     0Q     0Q     0Q
USC00176875           0Q     0Q     0Q     0Q     2Q     2Q     4Q     7Q     2Q     0Q     0Q     0Q
USC00176881           0R     0R     0R     0R     0R     0R     0R     0R     0R     0R     0R     0R
USC00176937           0S     0S     0S     0S     2S     6S     7S     4S     1S     0S     0S     0S
USC00177037           0C     0C     0C     0C     0C     2C     2C -7777C -7777C     0C     0C     0C
USC00177039           0R     0R     0R     0R     0R     2R     0R     0R     1R     0R     0R     0R
USC00177174           0R     0R     0R     0R     0R     3R     4R     1R     0R     0R     0R     0R
USC00177238           0R     0R     0R     0R     1R     5R     6R     4R     3R     0R     0R     0R
USC00177325           0S     0S     0S     0S     4S    11S    16S    10S     2S     0S     0S     0S
USC00177479           0S     0S     0S     0S     6S    17S    29S    21S     3S     0S     0S     0S
USC00177654           0R     0R     0R     1R     2R     8R    12R     9R     4R     0R     0R     0R
USC00178353           0R     0R     0R     0R     1R     3R     8R     5R     0R     0R     0R     0R
USC00178792           0Q     0Q     0Q     2Q     2Q     2Q     2Q     5Q     2Q     0Q     0Q     0Q
USC00178817           0Q     0Q     0Q     1Q     0Q     0Q    10Q    10Q     4Q     0Q     0Q     0Q
USC00178965           0C     0C     0C     0C     1C     4C     5C     2S     1C     0C     0C     0C
USC00178974           0S     0S     0S     0S     2S     6S    17S    12S     3R     0S     0S     0S
USC00179151           0S     0S     0S -7777S     2S     4S    12S     8S     3S     0S     0S     0S
USC00179294           0R     0R     0R     0R     1R     3R     4R     6R     2R     0R     0R     0R
USC00179314           0S     0S     0S     1S     4S    10S    19S    14S     3S     0S     0S     0S
USC00179547           0Q     0Q     0Q     0Q     0Q     3Q     1Q     0Q     2Q     0Q     0Q     0Q
USC00179593           0S     0C     0S     0C     1C     2C     6C     3C     1S     0C     0S     0S
USC00179891           0S     0S     0S     1S     1S    11C    26C    24C     5S     0C     0C     0S
USC00180193           0R     0R     0R     4R    20R    79R   147R    96R    25R -7777R     0R     0R
USC00180335           0R     0R     0R     0R     5R    26R    58R    40R    11R     3R     0S     0R
USC00180700           0S     0S     0S     3S    11S    55S   113S    72S    21S     1S     0S     0S
USC00180732           0R     0R     0R     6R    19R    70R   141R   101R    30R     1R     0R     0R
USC00181385           0R     0R     0R     7R    10R    76R   141R    86R    31R     0R     0R     0R
USC00181530           0C     0C     0C     1C     2C     8S    25S    21S     3S     0S     0S     0S
USC00181750           0C     0C     0C     1S     8S    43S    84S    66S    13S     0S     0S     0S
USC00181862           0R     0R     0R     5R    14R    60R   117R    72R    24R     0R     0R     0R
USC00181995           0R     0R     1R     5R    24R    79R   132R   112R    32R     1R     0R     0R
USC00182060           0R     0R     0R     2S    16S    77S   150S   112S    31R     2S     0R     0S
USC00182282           0S     0S     0S     3S    16S    66S   129S    99S    30S     1S     0S     0S
USC00182308           0Q     0Q     0Q     4Q     7Q    28Q    55Q    27Q     3Q     0Q     0Q     0Q
USC00182325           0C     0C     0C     4S    14S    69S   125S    86C    21C     1C     0S     0C
USC00182335           0R     0R     0R     4R     0R    25R    65R    45R    15R     0R     0R     0R
USC00182336           0R     0R     0R     2R     4R    15R    52R    32R     4R     0R     0R     0R
USC00182906           0S     0S     0S     0S     1S    14S    57S    32S     8S     0S     0S     0S
USC00183348           0R     0R     0R     6R    16R    71R   135R    77R    23R     0R     0R     0R
